ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
13451,ΓΕΡΟΒΟΥΝΟ,"Κλάση Γ","11,522",18080,0.64,701,12/2022
13451,ΓΕΡΟΒΟΥΝΟ,"Κλάση Δ","1,520",1002,1.52,48,12/2022
13451,ΓΕΡΟΒΟΥΝΟ,"Κλάση Ε",88,17,5.18,2,12/2022
13451,ΖΕΦΥΡΙ,"Κλάση A",7,310,0.02,10,12/2022
13451,ΖΕΦΥΡΙ,"Κλάση Β",124,391,0.32,13,12/2022
13451,ΖΕΦΥΡΙ,"Κλάση Γ",146,229,0.64,8,12/2022
13451,ΚΑΜΑΤΕΡΟ,"Κλάση A",981,35374,0.03,1317,12/2022
13451,ΚΑΜΑΤΕΡΟ,"Κλάση Β","26,949",92633,0.29,3342,12/2022
13451,ΚΑΜΑΤΕΡΟ,"Κλάση Γ","14,891",23594,0.63,955,12/2022
13451,ΚΑΜΑΤΕΡΟ,"Κλάση Δ","2,111",1416,1.49,71,12/2022
13451,ΚΑΜΑΤΕΡΟ,"Κλάση Ε",269,44,6.11,2,12/2022
13451,"Ν. ΟΛΥΜΠΙΑ","Κλάση A",185,6659,0.03,250,12/2022
13451,"Ν. ΟΛΥΜΠΙΑ","Κλάση Β","6,645",21606,0.31,781,12/2022
13451,"Ν. ΟΛΥΜΠΙΑ","Κλάση Γ","4,957",7800,0.64,304,12/2022
13451,"Ν. ΟΛΥΜΠΙΑ","Κλάση Δ",304,244,1.25,11,12/2022
13451,ΟΛΥΜΠΙΑ,"Κλάση A",3,169,0.02,7,12/2022
13451,ΟΛΥΜΠΙΑ,"Κλάση Β",73,245,0.30,11,12/2022
13451,ΟΛΥΜΠΙΑ,"Κλάση Γ",72,107,0.67,4,12/2022
13451,ΡΑΔΙΟΦΩΝΙΑ,"Κλάση A",59,2718,0.02,95,12/2022
13451,ΡΑΔΙΟΦΩΝΙΑ,"Κλάση Β","2,386",7709,0.31,276,12/2022
13451,ΡΑΔΙΟΦΩΝΙΑ,"Κλάση Γ","1,748",2750,0.64,113,12/2022
13461,"ΑΝΩ ΛΙΜΝΗ","Κλάση Β",28,93,0.30,3,12/2022
13461,ΖΕΦΥΡΙ,"Κλάση A",542,25991,0.02,839,12/2022
13461,ΖΕΦΥΡΙ,"Κλάση Β","15,156",51959,0.29,1677,12/2022
13461,ΖΕΦΥΡΙ,"Κλάση Γ","9,393",14489,0.65,468,12/2022
13461,ΖΕΦΥΡΙ,"Κλάση Δ","3,837",2065,1.86,67,12/2022
13461,ΖΕΦΥΡΙ,"Κλάση Ε","17,941",279,64.30,9,12/2022
13461,"ΚΑΤΩ ΛΙΜΝΗ","Κλάση A",0,93,0.00,3,12/2022
13461,"ΚΑΤΩ ΛΙΜΝΗ","Κλάση Β",25,93,0.27,3,12/2022
13461,"ΚΑΤΩ ΛΙΜΝΗ","Κλάση Γ",33,62,0.53,2,12/2022
13461,ΛΙΜΝΗ,"Κλάση A",2,155,0.01,5,12/2022
13461,ΛΙΜΝΗ,"Κλάση Β",24,93,0.26,3,12/2022
13561,ΚΟΚΚΙΝΟΠΟΥΛΟΥ,"Κλάση Β",106,403,0.26,13,12/2022
13561,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση A","1,653",58128,0.03,1909,12/2022
13561,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Β","32,084",116153,0.28,3776,12/2022
13561,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Γ","13,800",21841,0.63,713,12/2022
13561,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Δ","2,775",1840,1.51,61,12/2022
13561,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Ε",793,94,8.44,4,12/2022
13561,ΑΝΑΚΑΣΑ,"Κλάση A",12,310,0.04,10,12/2022
13561,ΑΝΑΚΑΣΑ,"Κλάση Β",206,744,0.28,24,12/2022
13561,ΚΟΚΚΙΝΟΠΟΥΛΟΥ,"Κλάση A",234,7002,0.03,233,12/2022
13561,ΚΟΚΚΙΝΟΠΟΥΛΟΥ,"Κλάση Γ","1,866",2913,0.64,95,12/2022
13561,ΚΟΚΚΙΝΟΠΟΥΛΟΥ,"Κλάση Δ",383,225,1.70,8,12/2022
13561,ΜΥΚΟΝΙΑΤΙΚΑ,"Κλάση A",220,7712,0.03,266,12/2022
13561,ΜΥΚΟΝΙΑΤΙΚΑ,"Κλάση Β","5,347",19307,0.28,642,12/2022
13561,ΜΥΚΟΝΙΑΤΙΚΑ,"Κλάση Γ","2,049",3314,0.62,118,12/2022
13561,ΜΥΚΟΝΙΑΤΙΚΑ,"Κλάση Δ",99,64,1.55,4,12/2022
13562,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση A","1,024",31827,0.03,1034,12/2022
13562,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Β","20,644",73824,0.28,2382,12/2022
13562,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Γ","7,451",12039,0.62,389,12/2022
13562,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Δ",825,548,1.51,21,12/2022
13562,"ΑΓ. ΑΝΑΡΓΥΡΟΙ","Κλάση Ε","2,169",156,13.90,6,12/2022
13562,ΑΝΑΚΑΣΑ,"Κλάση A",888,26386,0.03,857,12/2022
13562,ΑΝΑΚΑΣΑ,"Κλάση Β","21,976",76972,0.29,2483,12/2022
13562,ΑΝΑΚΑΣΑ,"Κλάση Γ","9,120",14860,0.61,481,12/2022
13562,ΑΝΑΚΑΣΑ,"Κλάση Δ",933,529,1.76,18,12/2022
13562,"ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ","Κλάση A",155,4868,0.03,158,12/2022
13562,"ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ","Κλάση Β","5,157",18135,0.28,585,12/2022
13562,"ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ","Κλάση Γ","2,149",3378,0.64,109,12/2022
13562,"ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ","Κλάση Δ",254,155,1.64,5,12/2022
13562,"ΣΥΝ. ΣΕΚ","Κλάση A",86,2418,0.04,78,12/2022
13562,"ΣΥΝ. ΣΕΚ","Κλάση Β","2,031",6975,0.29,225,12/2022
13562,"ΣΥΝ. ΣΕΚ","Κλάση Γ",885,1426,0.62,46,12/2022
13671,"ΑΓ. ΑΝΝΑ","Κλάση A",195,7847,0.02,281,12/2022
13671,"ΑΓ. ΑΝΝΑ","Κλάση Β","5,671",19095,0.30,669,12/2022
13671,"ΑΓ. ΑΝΝΑ","Κλάση Γ","3,847",6101,0.63,225,12/2022
13671,"ΑΓ. ΑΝΝΑ","Κλάση Δ",601,415,1.45,19,12/2022
13671,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση A",7,268,0.03,10,12/2022
13671,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Β",129,491,0.26,18,12/2022
13671,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Γ",50,80,0.63,4,12/2022
13671,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση A",2,35,0.06,2,12/2022
13671,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Β",85,279,0.30,10,12/2022
13671,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Γ",169,240,0.70,8,12/2022
13671,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Β",36,124,0.29,4,12/2022
13671,"ΑΓ. ΠΕΤΡΟΣ","Κλάση A",3,39,0.08,2,12/2022
13671,ΑΧΑΡΝΕΣ,"Κλάση A",40,1071,0.04,41,12/2022
13671,ΑΧΑΡΝΕΣ,"Κλάση Β","1,243",4067,0.31,145,12/2022
13671,ΑΧΑΡΝΕΣ,"Κλάση Γ",422,721,0.59,31,12/2022
13671,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Β",17,61,0.28,2,12/2022
13671,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Γ",19,32,0.59,2,12/2022
13671,"ΒΑΡΥΜΠΟΜΠΗ ΑΔΑΜΕΣ","Κλάση A",0,186,0.00,6,12/2022
13671,"ΒΑΡΥΜΠΟΜΠΗ ΣΥΝ ΦΛΟΓΑ","Κλάση A",3,186,0.02,6,12/2022
13671,"ΒΑΡΥΜΠΟΜΠΗ ΣΥΝ ΦΛΟΓΑ","Κλάση Γ",34,62,0.55,2,12/2022
13671,ΓΕΡΟΒΟΥΝΟ,"Κλάση A",281,8956,0.03,334,12/2022
13671,ΓΕΡΟΒΟΥΝΟ,"Κλάση Β","7,100",24428,0.29,876,12/2022
13671,ΓΕΡΟΒΟΥΝΟ,"Κλάση Γ","3,826",6014,0.64,243,12/2022
13671,ΓΕΡΟΒΟΥΝΟ,"Κλάση Δ",756,525,1.44,23,12/2022
13671,ΓΕΡΟΒΟΥΝΟ,"Κλάση Ε","1,291",124,10.41,5,12/2022
13671,"ΕΦ. ΟΠΛΙΤΩΝ","Κλάση A",59,2127,0.03,77,12/2022
13671,"ΕΦ. ΟΠΛΙΤΩΝ","Κλάση Β","1,371",4736,0.29,181,12/2022
13671,"ΕΦ. ΟΠΛΙΤΩΝ","Κλάση Γ","1,217",1848,0.66,84,12/2022
13671,"ΕΦ. ΟΠΛΙΤΩΝ","Κλάση Δ",156,109,1.43,7,12/2022
13671,ΚΕΡΑΜΙΔΙΩΤΗ,"Κλάση Β",20,50,0.40,2,12/2022
13671,ΛΑΘΕΑ,"Κλάση A",1,46,0.02,2,12/2022
13671,ΛΑΘΕΑ,"Κλάση Β",112,340,0.33,14,12/2022
13671,ΛΑΘΕΑ,"Κλάση Γ",109,172,0.63,8,12/2022
13671,"ΛΟΦΟΣ ΓΥΦΤΙΣΣΑΣ","Κλάση A",6,341,0.02,11,12/2022
13671,"ΛΟΦΟΣ ΓΥΦΤΙΣΣΑΣ","Κλάση Β",619,1953,0.32,63,12/2022
13671,"ΛΟΦΟΣ ΓΥΦΤΙΣΣΑΣ","Κλάση Γ",563,868,0.65,28,12/2022
13671,"ΛΟΦΟΣ ΠΡΟΦ. ΗΛΙΑ","Κλάση A",4,124,0.03,4,12/2022
13671,"ΛΟΦΟΣ ΠΡΟΦ. ΗΛΙΑ","Κλάση Β",251,744,0.34,24,12/2022
13671,"ΛΟΦΟΣ ΠΡΟΦ. ΗΛΙΑ","Κλάση Γ",246,403,0.61,13,12/2022
13671,ΛΥΚΟΤΡΥΠΑ,"Κλάση A",647,21665,0.03,781,12/2022
13671,ΛΥΚΟΤΡΥΠΑ,"Κλάση Β","17,253",58440,0.30,2083,12/2022
13671,ΛΥΚΟΤΡΥΠΑ,"Κλάση Γ","8,928",14173,0.63,579,12/2022
13671,ΛΥΚΟΤΡΥΠΑ,"Κλάση Δ","1,197",883,1.36,44,12/2022
13671,"ΝΕΑ ΚΗΦΙΣΙΑ","Κλάση A",0,0,0.00,3,12/2022
13671,"ΝΕΑ ΚΗΦΙΣΙΑ","Κλάση Ε",415,3,138.33,3,12/2022
13671,ΝΕΑΠΟΛΗ,"Κλάση A",2,155,0.01,5,12/2022
13671,ΝΕΑΠΟΛΗ,"Κλάση Β",138,438,0.32,16,12/2022
13671,ΝΕΑΠΟΛΗ,"Κλάση Γ",67,103,0.65,5,12/2022
13671,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",31,1110,0.03,39,12/2022
13671,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β",953,3272,0.29,117,12/2022
13671,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Γ",660,1042,0.63,42,12/2022
13671,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Δ",102,75,1.36,3,12/2022
13671,ΠΛΑΤΩΝΑΣ,"Κλάση Β",41,124,0.33,5,12/2022
13671,ΠΛΑΤΩΝΑΣ,"Κλάση Γ",54,93,0.58,4,12/2022
13671,ΧΑΜΟΜΗΛΟ,"Κλάση A",8,493,0.02,18,12/2022
13671,ΧΑΜΟΜΗΛΟ,"Κλάση Β",202,830,0.24,33,12/2022
13671,ΧΑΜΟΜΗΛΟ,"Κλάση Γ",335,434,0.77,20,12/2022
13671,ΧΑΜΟΜΗΛΟ,"Κλάση Δ",317,269,1.18,13,12/2022
13671,ΧΑΡΑΥΓΗ,"Κλάση A",32,851,0.04,31,12/2022
13671,ΧΑΡΑΥΓΗ,"Κλάση Β",470,1792,0.26,65,12/2022
13671,ΧΑΡΑΥΓΗ,"Κλάση Γ",269,433,0.62,17,12/2022
13671,ΧΑΡΑΥΓΗ,"Κλάση Δ",228,148,1.54,6,12/2022
13672,"40 ΜΑΡΤΥΡΩΝ","Κλάση A",3,125,0.02,5,12/2022
13672,"40 ΜΑΡΤΥΡΩΝ","Κλάση Β",93,310,0.30,10,12/2022
13672,"40 ΜΑΡΤΥΡΩΝ","Κλάση Γ",38,62,0.61,2,12/2022
13672,"40 ΜΑΡΤΥΡΩΝ","Κλάση Δ",162,93,1.74,3,12/2022
13672,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση A",126,4589,0.03,149,12/2022
13672,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση Β","4,561",14748,0.31,476,12/2022
13672,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση Γ","3,505",5611,0.62,181,12/2022
13672,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση Δ",164,124,1.32,4,12/2022
13672,"ΑΓ. ΑΝΝΑ","Κλάση A",26,987,0.03,37,12/2022
13672,"ΑΓ. ΑΝΝΑ","Κλάση Β",381,1383,0.28,52,12/2022
13672,"ΑΓ. ΑΝΝΑ","Κλάση Γ",169,269,0.63,12,12/2022
13672,"ΑΓ. ΑΝΝΑ","Κλάση Δ",348,137,2.54,6,12/2022
13672,"ΑΓ. ΑΝΝΑ","Κλάση Ε",304,28,10.86,2,12/2022
13672,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση A",54,2365,0.02,83,12/2022
13672,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Β","1,054",3647,0.29,130,12/2022
13672,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Γ",713,1101,0.65,42,12/2022
13672,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Δ",53,48,1.10,2,12/2022
13672,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση A",4,93,0.04,3,12/2022
13672,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Β",19,70,0.27,4,12/2022
13672,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Γ",86,112,0.77,4,12/2022
13672,"ΑΓ. ΜΑΡΙΝΑ","Κλάση A",5,372,0.01,12,12/2022
13672,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Β",333,1209,0.28,39,12/2022
13672,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Γ",193,310,0.62,10,12/2022
13672,"ΑΓ. ΜΑΥΡΑ","Κλάση A",39,1956,0.02,68,12/2022
13672,"ΑΓ. ΜΑΥΡΑ","Κλάση Β","1,319",4438,0.30,153,12/2022
13672,"ΑΓ. ΜΑΥΡΑ","Κλάση Γ","1,222",1940,0.63,69,12/2022
13672,"ΑΓ. ΜΑΥΡΑ","Κλάση Δ",224,142,1.58,5,12/2022
13672,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση A",0,114,0.00,4,12/2022
13672,"ΑΓ. ΠΕΤΡΟΣ","Κλάση A",64,2314,0.03,82,12/2022
13672,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Β","2,322",7758,0.30,268,12/2022
13672,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Γ","1,128",1811,0.62,71,12/2022
13672,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Δ",161,128,1.26,6,12/2022
13672,"ΑΝΩ ΛΙΜΝΗ","Κλάση Β",18,62,0.29,2,12/2022
13672,ΑΥΛΙΖΑ,"Κλάση A",63,3348,0.02,108,12/2022
13672,ΑΥΛΙΖΑ,"Κλάση Β","1,816",6634,0.27,214,12/2022
13672,ΑΥΛΙΖΑ,"Κλάση Γ","2,428",3503,0.69,113,12/2022
13672,ΑΥΛΙΖΑ,"Κλάση Δ","1,475",837,1.76,27,12/2022
13672,ΑΥΛΙΖΑ,"Κλάση Ε",814,93,8.75,3,12/2022
13672,ΑΧΑΡΝΕΣ,"Κλάση A",203,8735,0.02,331,12/2022
13672,ΑΧΑΡΝΕΣ,"Κλάση Β","5,750",20507,0.28,734,12/2022
13672,ΑΧΑΡΝΕΣ,"Κλάση Γ","1,894",3093,0.61,127,12/2022
13672,ΑΧΑΡΝΕΣ,"Κλάση Δ",65,28,2.32,2,12/2022
13672,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση A",5,372,0.01,12,12/2022
13672,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Β",293,899,0.33,29,12/2022
13672,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Γ",396,558,0.71,18,12/2022
13672,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Δ",332,217,1.53,7,12/2022
13672,"ΒΑΡΥΜΠΟΜΠΗ ΣΥΝ ΦΛΟΓΑ","Κλάση A",1,93,0.01,3,12/2022
13672,ΕΙΡΗΝΗ,"Κλάση Β",67,182,0.37,6,12/2022
13672,ΛΑΘΕΑ,"Κλάση A",8,186,0.04,7,12/2022
13672,ΛΑΘΕΑ,"Κλάση Β",68,279,0.24,10,12/2022
13672,ΜΠΟΣΚΙΖΑ,"Κλάση A",16,506,0.03,18,12/2022
13672,ΜΠΟΣΚΙΖΑ,"Κλάση Β",553,1808,0.31,63,12/2022
13672,ΜΠΟΣΚΙΖΑ,"Κλάση Γ",569,838,0.68,30,12/2022
13672,ΜΠΟΣΚΙΖΑ,"Κλάση Δ",31,31,1.00,2,12/2022
13672,ΝΕΑΠΟΛΗ,"Κλάση A",286,10443,0.03,364,12/2022
13672,ΝΕΑΠΟΛΗ,"Κλάση Β","9,632",31494,0.31,1087,12/2022
13672,ΝΕΑΠΟΛΗ,"Κλάση Γ","6,432",10097,0.64,373,12/2022
13672,ΝΕΑΠΟΛΗ,"Κλάση Δ","1,024",720,1.42,29,12/2022
13672,ΝΕΑΠΟΛΗ,"Κλάση Ε",182,33,5.52,2,12/2022
13672,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",59,2130,0.03,77,12/2022
13672,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β","1,235",4285,0.29,148,12/2022
13672,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Γ",439,687,0.64,28,12/2022
13672,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Δ",89,79,1.13,4,12/2022
13672,ΠΛΑΤΩΝΑΣ,"Κλάση A",15,518,0.03,18,12/2022
13672,ΠΛΑΤΩΝΑΣ,"Κλάση Β",281,1043,0.27,35,12/2022
13672,ΠΛΑΤΩΝΑΣ,"Κλάση Γ",141,237,0.59,8,12/2022
13672,ΠΛΑΤΩΝΑΣ,"Κλάση Δ",253,62,4.08,2,12/2022
13672,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Β",125,434,0.29,14,12/2022
13672,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Γ",46,62,0.74,2,12/2022
13672,"ΠΡΟΦ. ΗΛΙΑΣ","Κλάση Δ",221,62,3.56,2,12/2022
13672,ΠΥΡΓΟΥΘΙ,"Κλάση A",30,1134,0.03,40,12/2022
13672,ΠΥΡΓΟΥΘΙ,"Κλάση Β",643,2245,0.29,77,12/2022
13672,ΠΥΡΓΟΥΘΙ,"Κλάση Γ",524,841,0.62,29,12/2022
13672,ΠΥΡΓΟΥΘΙ,"Κλάση Δ",102,93,1.10,3,12/2022
13672,ΧΑΡΑΥΓΗ,"Κλάση Β",37,124,0.30,4,12/2022
13673,"ΑΓ. ΜΑΡΙΝΑ","Κλάση A",9,217,0.04,7,12/2022
13673,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Β",114,372,0.31,12,12/2022
13673,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Γ",148,217,0.68,7,12/2022
13673,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Δ",70,62,1.13,2,12/2022
13673,"ΑΓ. ΜΑΥΡΑ","Κλάση Β",67,217,0.31,7,12/2022
13673,"ΑΓ. ΜΑΥΡΑ","Κλάση Γ",45,62,0.73,2,12/2022
13673,"ΑΓ. ΣΩΤΗΡΑ","Κλάση A",7,238,0.03,10,12/2022
13673,"ΑΓ. ΣΩΤΗΡΑ","Κλάση Β",96,364,0.26,14,12/2022
13673,"ΑΓ. ΣΩΤΗΡΑ","Κλάση Γ",43,62,0.69,4,12/2022
13673,"ΑΓ. ΣΩΤΗΡΑ","Κλάση Δ",51,44,1.16,2,12/2022
13673,ΑΥΛΙΖΑ,"Κλάση Β",18,62,0.29,2,12/2022
13673,ΑΧΑΡΝΕΣ,"Κλάση A",3,112,0.03,4,12/2022
13673,ΑΧΑΡΝΕΣ,"Κλάση Β",124,415,0.30,14,12/2022
13673,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",673,25039,0.03,903,12/2022
13673,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β","17,653",62280,0.28,2185,12/2022
13673,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Γ","7,001",11288,0.62,451,12/2022
13673,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Δ",833,575,1.45,25,12/2022
13673,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Ε",889,49,18.14,2,12/2022
13673,ΧΑΜΟΜΗΛΟ,"Κλάση A",11,217,0.05,8,12/2022
13673,ΧΑΜΟΜΗΛΟ,"Κλάση Β",173,643,0.27,24,12/2022
13673,ΧΑΜΟΜΗΛΟ,"Κλάση Γ",92,150,0.61,7,12/2022
13673,ΧΑΜΟΜΗΛΟ,"Κλάση Δ",281,137,2.05,5,12/2022
13673,ΧΑΡΑΥΓΗ,"Κλάση A",249,8596,0.03,322,12/2022
13673,ΧΑΡΑΥΓΗ,"Κλάση Β","8,245",27434,0.30,991,12/2022
13673,ΧΑΡΑΥΓΗ,"Κλάση Γ","5,074",8085,0.63,332,12/2022
13673,ΧΑΡΑΥΓΗ,"Κλάση Δ",819,573,1.43,23,12/2022
13674,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση A",1,62,0.02,2,12/2022
13674,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση Β",122,372,0.33,12,12/2022
13674,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση Γ",80,124,0.65,4,12/2022
13674,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση A",40,1234,0.03,44,12/2022
13674,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Β",493,1852,0.27,65,12/2022
13674,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Γ",293,445,0.66,17,12/2022
13674,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση A",1,103,0.01,4,12/2022
13674,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Β",41,137,0.30,5,12/2022
13674,"ΑΓ. ΜΑΡΙΝΑ","Κλάση A",5,93,0.05,3,12/2022
13674,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Β",28,93,0.30,3,12/2022
13674,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Γ",136,217,0.63,7,12/2022
13674,"ΑΓ. ΜΑΥΡΑ","Κλάση A",0,62,0.00,2,12/2022
13674,"ΑΓ. ΜΑΥΡΑ","Κλάση Β",38,93,0.41,3,12/2022
13674,"ΑΓ. ΜΑΥΡΑ","Κλάση Γ",46,62,0.74,2,12/2022
13674,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση A",13,373,0.03,15,12/2022
13674,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Β",256,863,0.30,32,12/2022
13674,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Γ",232,345,0.67,12,12/2022
13674,"ΑΓ. ΠΕΤΡΟΣ","Κλάση A",3,52,0.06,3,12/2022
13674,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Β",90,341,0.26,13,12/2022
13674,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Γ",67,114,0.59,4,12/2022
13674,ΑΥΛΙΖΑ,"Κλάση A",18,744,0.02,24,12/2022
13674,ΑΥΛΙΖΑ,"Κλάση Β",240,837,0.29,27,12/2022
13674,ΑΥΛΙΖΑ,"Κλάση Γ",205,279,0.73,9,12/2022
13674,ΑΥΛΙΖΑ,"Κλάση Δ",112,62,1.81,2,12/2022
13674,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Β",16,62,0.26,2,12/2022
13674,ΓΕΡΟΒΟΥΝΟ,"Κλάση A",7,172,0.04,6,12/2022
13674,ΓΕΡΟΒΟΥΝΟ,"Κλάση Β",259,913,0.28,30,12/2022
13674,ΓΕΡΟΒΟΥΝΟ,"Κλάση Γ",155,248,0.63,8,12/2022
13674,ΛΑΘΕΑ,"Κλάση A",160,5837,0.03,212,12/2022
13674,ΛΑΘΕΑ,"Κλάση Β","5,096",17593,0.29,612,12/2022
13674,ΛΑΘΕΑ,"Κλάση Γ","1,958",3120,0.63,125,12/2022
13674,ΛΑΘΕΑ,"Κλάση Δ",221,167,1.32,9,12/2022
13674,"ΜΕΓ. ΣΧΙΝΑ","Κλάση A",3,124,0.02,4,12/2022
13674,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Β",186,540,0.34,20,12/2022
13674,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ",143,217,0.66,10,12/2022
13674,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Δ",19,18,1.06,2,12/2022
13674,ΝΕΑΠΟΛΗ,"Κλάση A",194,7185,0.03,256,12/2022
13674,ΝΕΑΠΟΛΗ,"Κλάση Β","6,040",20727,0.29,724,12/2022
13674,ΝΕΑΠΟΛΗ,"Κλάση Γ","2,921",4778,0.61,188,12/2022
13674,ΝΕΑΠΟΛΗ,"Κλάση Δ",405,278,1.46,11,12/2022
13674,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A","1,771",65200,0.03,2316,12/2022
13674,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β","40,463",139716,0.29,4895,12/2022
13674,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Γ","18,177",29250,0.62,1143,12/2022
13674,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Δ","3,304",2178,1.52,91,12/2022
13674,ΠΛΑΤΩΝΑΣ,"Κλάση A",4,104,0.04,4,12/2022
13674,ΠΛΑΤΩΝΑΣ,"Κλάση Β",152,434,0.35,16,12/2022
13674,ΠΛΑΤΩΝΑΣ,"Κλάση Γ",250,403,0.62,15,12/2022
13674,ΠΛΑΤΩΝΑΣ,"Κλάση Δ",79,51,1.55,2,12/2022
13674,ΧΑΡΑΥΓΗ,"Κλάση A",6,260,0.02,10,12/2022
13674,ΧΑΡΑΥΓΗ,"Κλάση Β",61,217,0.28,8,12/2022
13674,ΧΑΡΑΥΓΗ,"Κλάση Γ",95,136,0.70,6,12/2022
